issue,file,note
forge_marker_blockstate,src/main/resources/assets/ancientwarfare/blockstates/structure/stool.json,Forge 1.12 extended blockstate/model format requires model rewrite
forge_marker_blockstate,src/main/resources/assets/ancientwarfare/blockstates/structure/stretching_rack.json,Forge 1.12 extended blockstate/model format requires model rewrite
forge_marker_blockstate,src/main/resources/assets/ancientwarfare/blockstates/structure/structure_builder_ticked.json,Forge 1.12 extended blockstate/model format requires model rewrite
forge_marker_blockstate,src/main/resources/assets/ancientwarfare/blockstates/structure/structure_scanner_block.json,Forge 1.12 extended blockstate/model format requires model rewrite
forge_marker_blockstate,src/main/resources/assets/ancientwarfare/blockstates/structure/table.json,Forge 1.12 extended blockstate/model format requires model rewrite
forge_marker_blockstate,src/main/resources/assets/ancientwarfare/blockstates/structure/totem_part.json,Forge 1.12 extended blockstate/model format requires model rewrite
forge_marker_blockstate,src/main/resources/assets/ancientwarfare/blockstates/structure/tribal_chair.json,Forge 1.12 extended blockstate/model format requires model rewrite
forge_marker_blockstate,src/main/resources/assets/ancientwarfare/blockstates/structure/tribal_stool.json,Forge 1.12 extended blockstate/model format requires model rewrite
forge_marker_blockstate,src/main/resources/assets/ancientwarfare/blockstates/structure/urn.json,Forge 1.12 extended blockstate/model format requires model rewrite
forge_marker_blockstate,src/main/resources/assets/ancientwarfare/blockstates/structure/wooden_post.json,Forge 1.12 extended blockstate/model format requires model rewrite
forge_marker_blockstate,src/main/resources/assets/ancientwarfare/blockstates/structure/wooden_throne.json,Forge 1.12 extended blockstate/model format requires model rewrite
forge_marker_blockstate,src/main/resources/assets/ancientwarfare/blockstates/vehicle/ammo.json,Forge 1.12 extended blockstate/model format requires model rewrite
forge_marker_blockstate,src/main/resources/assets/ancientwarfare/blockstates/vehicle/armor.json,Forge 1.12 extended blockstate/model format requires model rewrite
forge_marker_blockstate,src/main/resources/assets/ancientwarfare/blockstates/vehicle/misc.json,Forge 1.12 extended blockstate/model format requires model rewrite
forge_marker_blockstate,src/main/resources/assets/ancientwarfare/blockstates/vehicle/spawner.json,Forge 1.12 extended blockstate/model format requires model rewrite
forge_marker_blockstate,src/main/resources/assets/ancientwarfare/blockstates/vehicle/upgrade.json,Forge 1.12 extended blockstate/model format requires model rewrite
legacy_lang,src/main/resources/assets/ancientwarfare/lang/de_DE.lang,JSON language file generated alongside; retain until key remap is verified
legacy_lang,src/main/resources/assets/ancientwarfare/lang/en_US.lang,JSON language file generated alongside; retain until key remap is verified
legacy_lang,src/main/resources/assets/ancientwarfare/lang/fr_FR.lang,JSON language file generated alongside; retain until key remap is verified
legacy_lang,src/main/resources/assets/ancientwarfare/lang/ja_JP.lang,JSON language file generated alongside; retain until key remap is verified
legacy_lang,src/main/resources/assets/ancientwarfare/lang/nl_NL.lang,JSON language file generated alongside; retain until key remap is verified
legacy_lang,src/main/resources/assets/ancientwarfare/lang/ru_RU.lang,JSON language file generated alongside; retain until key remap is verified
legacy_lang,src/main/resources/assets/ancientwarfare/lang/zh_CN.lang,JSON language file generated alongside; retain until key remap is verified
legacy_lang,src/main/resources/assets/ancientwarfare/lang/zh_TW.lang,JSON language file generated alongside; retain until key remap is verified
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/amazon.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/amazon.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/ammo_ballista.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/ammo_ballista.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/ammo_cannon.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/ammo_cannon.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/ammo_catapult_trebuchet.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/ammo_catapult_trebuchet.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/ammo_hwacha.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/ammo_hwacha.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/archivist.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/archivist.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/barbarian.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/barbarian.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/beast.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; replace metadata with modern item/block IDs or set_nbt/components as appropriate; verify every registry ID after DeferredRegister conversion
legacy_loot_function_set_data,src/main/resources/assets/ancientwarfare/loot_tables/chests/beast.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; replace metadata with modern item/block IDs or set_nbt/components as appropriate; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/beast.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; replace metadata with modern item/block IDs or set_nbt/components as appropriate; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/beast_treasure_hoard.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/beast_treasure_hoard.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/brigand.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/brigand.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/buffloka.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/buffloka.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/buffloka_forest.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/buffloka_forest.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/buffloka_plains.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/buffloka_plains.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/castle_armoury_chainmail.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/castle_armoury_chainmail.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/castle_armoury_diamond.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/castle_armoury_diamond.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/castle_armoury_gold.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/castle_armoury_gold.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/castle_armoury_iron.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/castle_armoury_iron.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/castle_armoury_stone_leather.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/castle_armoury_stone_leather.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/castle_pantry_meat_cooked.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/castle_pantry_meat_cooked.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/castle_pantry_meat_raw.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/castle_pantry_meat_raw.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/castle_pantry_mixed.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/castle_pantry_mixed.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/castle_pantry_vegetable.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/castle_pantry_vegetable.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/castle_treasury_high_value.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/castle_treasury_high_value.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/castle_treasury_low_value.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; replace metadata with modern item/block IDs or set_nbt/components as appropriate; verify every registry ID after DeferredRegister conversion
legacy_loot_function_set_data,src/main/resources/assets/ancientwarfare/loot_tables/chests/castle_treasury_low_value.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; replace metadata with modern item/block IDs or set_nbt/components as appropriate; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/castle_treasury_low_value.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; replace metadata with modern item/block IDs or set_nbt/components as appropriate; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/castle_treasury_medium_value.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; replace metadata with modern item/block IDs or set_nbt/components as appropriate; verify every registry ID after DeferredRegister conversion
legacy_loot_function_set_data,src/main/resources/assets/ancientwarfare/loot_tables/chests/castle_treasury_medium_value.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; replace metadata with modern item/block IDs or set_nbt/components as appropriate; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/castle_treasury_medium_value.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; replace metadata with modern item/block IDs or set_nbt/components as appropriate; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/citizen_high_value.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/citizen_high_value.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/citizen_low_value.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/citizen_low_value.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/citizen_medium_value.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/citizen_medium_value.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/compat/betteranimalsplus/betteranimalsplus_village_farm_goat.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/compat/betteranimalsplus/betteranimalsplus_village_farm_goat.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/compat/betteranimalsplus/betteranimalsplus_village_farm_goose.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/compat/betteranimalsplus/betteranimalsplus_village_farm_goose.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/compat/betteranimalsplus/betteranimalsplus_village_farm_pheasant.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/compat/betteranimalsplus/betteranimalsplus_village_farm_pheasant.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/compat/betteranimalsplus/betteranimalsplus_village_farm_turkey.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/compat/betteranimalsplus/betteranimalsplus_village_farm_turkey.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/compat/biomesoplenty/biomesoplenty_village_farm_barley.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; replace metadata with modern item/block IDs or set_nbt/components as appropriate; verify every registry ID after DeferredRegister conversion
legacy_loot_function_set_data,src/main/resources/assets/ancientwarfare/loot_tables/chests/compat/biomesoplenty/biomesoplenty_village_farm_barley.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; replace metadata with modern item/block IDs or set_nbt/components as appropriate; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/compat/biomesoplenty/biomesoplenty_village_farm_barley.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; replace metadata with modern item/block IDs or set_nbt/components as appropriate; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/compat/explorercraft/explorercraft_village_farm_leek.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/compat/explorercraft/explorercraft_village_farm_leek.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/compat/explorercraft/explorercraft_village_farm_rice.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/compat/explorercraft/explorercraft_village_farm_rice.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/compat/gemsplusplus/gemsplusplus_village_craftsman_jewel.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/compat/gemsplusplus/gemsplusplus_village_craftsman_jewel.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
loot_table_under_assets,src/main/resources/assets/ancientwarfare/loot_tables/chests/compat/growthcraft_rice/growthcraft_rice_village_farm_rice.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
possibly_unnamespaced_registry_id,src/main/resources/assets/ancientwarfare/loot_tables/chests/compat/growthcraft_rice/growthcraft_rice_village_farm_rice.json,must be converted to modern loot schema before moving under data/<namespace>/loot_tables; verify every registry ID after DeferredRegister conversion
